city,timestamp,sunrise,sunset,temp_C,temp_min_C,temp_max_C,feels_like_C,pressure,humidity,wind_speed,wind_deg,wind_gust,cloudiness,precipitation_prob,rain_1d,weather_main,weather_description,summary,extracted_at,is_ideal_temp,is_low_rain,is_low_wind,is_ideal_humidity,comfort_score,is_ideal_day,month,year,day_of_week
New York,2020-12-19 00:00:00.000000,2020-12-19 08:16:00,2020-12-19 17:31:00,-6.4,-9.7,-1.8,-10.7,0.0,0.0,4.02,325.0,6.4,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,True,True,0.6,False,December,2020,Saturday
New York,2020-12-20 00:00:00.000000,2020-12-20 08:16:00,2020-12-20 17:31:00,-1.3,-7.5,3.1,-4.6,0.0,0.0,2.62,217.0,3.8,0.0,0.0,0.2,Light snow,light snow,,2025-07-04 13:45:42.057542,False,False,True,True,0.3,False,December,2020,Sunday
New York,2020-12-21 00:00:00.000000,2020-12-21 08:17:00,2020-12-21 17:31:00,0.9,-1.2,3.1,-2.4,0.0,0.0,3.45,270.0,5.6,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,True,True,0.6,False,December,2020,Monday
New York,2020-12-22 00:00:00.000000,2020-12-22 08:17:00,2020-12-22 17:32:00,1.9,-1.0,5.5,-2.2,0.0,0.0,5.91,277.0,10.1,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,December,2020,Tuesday
New York,2020-12-23 00:00:00.000000,2020-12-23 08:17:00,2020-12-23 17:33:00,1.1,-4.7,3.1,-2.8,0.0,0.0,4.12,231.0,6.9,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,True,True,0.6,False,December,2020,Wednesday
New York,2020-12-24 00:00:00.000000,2020-12-24 08:18:00,2020-12-24 17:33:00,10.2,3.0,14.3,5.4,0.0,0.0,12.71,166.0,21.7,0.0,0.0,4.9,Light rain,light rain,,2025-07-04 13:45:42.057542,False,False,False,True,0.0,False,December,2020,Thursday
New York,2020-12-25 00:00:00.000000,2020-12-25 08:18:00,2020-12-25 17:34:00,9.0,-1.2,14.5,3.7,0.0,0.0,15.96,184.0,31.5,0.0,0.0,35.8,,,,2025-07-04 13:45:42.057542,False,False,False,True,0.0,False,December,2020,Friday
New York,2020-12-26 00:00:00.000000,2020-12-26 08:19:00,2020-12-26 17:34:00,-2.9,-5.2,-0.3,-9.5,0.0,0.0,7.52,258.0,13.2,0.0,0.0,0.0,Clear,clear,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,December,2020,Saturday
New York,2020-12-27 00:00:00.000000,2020-12-27 08:19:00,2020-12-27 17:35:00,-1.7,-4.8,2.6,-6.1,0.0,0.0,4.7,245.0,8.0,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,True,True,0.6,False,December,2020,Sunday
New York,2020-12-28 00:00:00.000000,2020-12-28 08:19:00,2020-12-28 17:36:00,4.2,-0.7,9.3,0.2,0.0,0.0,5.22,212.0,9.3,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,December,2020,Monday
New York,2020-12-29 00:00:00.000000,2020-12-29 08:19:00,2020-12-29 17:37:00,1.1,-3.1,3.5,-4.3,0.0,0.0,7.71,306.0,13.6,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,December,2020,Tuesday
New York,2020-12-30 00:00:00.000000,2020-12-30 08:20:00,2020-12-30 17:37:00,0.2,-3.8,3.8,-4.5,0.0,0.0,6.08,217.0,10.6,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,December,2020,Wednesday
New York,2020-12-31 00:00:00.000000,2020-12-31 08:20:00,2020-12-31 17:38:00,5.7,0.8,8.4,1.6,0.0,0.0,8.28,269.0,13.7,0.0,0.0,9.7,,,,2025-07-04 13:45:42.057542,False,False,False,True,0.0,False,December,2020,Thursday
New York,2021-01-01 00:00:00.000000,2021-01-01 08:20:00,2021-01-01 17:39:00,0.8,-2.6,3.5,-3.0,0.0,0.0,4.75,43.0,8.2,0.0,0.0,8.1,,,,2025-07-04 13:45:42.057542,False,False,True,True,0.3,False,January,2021,Friday
New York,2021-01-02 00:00:00.000000,2021-01-02 08:20:00,2021-01-02 17:40:00,5.2,1.3,9.8,0.8,0.0,0.0,8.66,305.0,14.8,0.0,0.0,4.1,Light rain,light rain,,2025-07-04 13:45:42.057542,False,False,False,True,0.0,False,January,2021,Saturday
New York,2021-01-03 00:00:00.000000,2021-01-03 08:20:00,2021-01-03 17:41:00,1.4,-1.3,3.5,-3.0,0.0,0.0,6.81,36.0,11.4,0.0,0.0,6.4,Light snow,light snow,,2025-07-04 13:45:42.057542,False,False,False,True,0.0,False,January,2021,Sunday
New York,2021-01-04 00:00:00.000000,2021-01-04 08:20:00,2021-01-04 17:42:00,2.7,0.6,6.5,-1.1,0.0,0.0,5.02,4.0,8.6,0.0,0.0,1.3,Light snow,light snow,,2025-07-04 13:45:42.057542,False,False,False,True,0.0,False,January,2021,Monday
New York,2021-01-05 00:00:00.000000,2021-01-05 08:20:00,2021-01-05 17:43:00,2.4,0.8,4.9,-1.2,0.0,0.0,3.38,353.0,6.1,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,True,True,0.6,False,January,2021,Tuesday
New York,2021-01-06 00:00:00.000000,2021-01-06 08:20:00,2021-01-06 17:44:00,1.6,-1.2,4.7,-3.4,0.0,0.0,6.41,326.0,11.4,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,January,2021,Wednesday
New York,2021-01-07 00:00:00.000000,2021-01-07 08:20:00,2021-01-07 17:45:00,1.0,-1.8,5.9,-4.1,0.0,0.0,4.99,324.0,9.1,0.0,0.0,0.0,Mainly clear,mainly clear,,2025-07-04 13:45:42.057542,False,True,True,True,0.6,False,January,2021,Thursday
New York,2021-01-08 00:00:00.000000,2021-01-08 08:20:00,2021-01-08 17:46:00,-0.3,-3.7,5.2,-5.0,0.0,0.0,6.0,353.0,9.8,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,January,2021,Friday
New York,2021-01-09 00:00:00.000000,2021-01-09 08:19:00,2021-01-09 17:46:00,-0.9,-4.2,1.9,-6.9,0.0,0.0,8.01,357.0,14.2,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,January,2021,Saturday
New York,2021-01-10 00:00:00.000000,2021-01-10 08:19:00,2021-01-10 17:48:00,-0.0,-3.0,5.2,-4.7,0.0,0.0,4.77,346.0,9.0,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,True,True,0.6,False,January,2021,Sunday
New York,2021-01-11 00:00:00.000000,2021-01-11 08:19:00,2021-01-11 17:49:00,-1.8,-4.6,2.1,-5.6,0.0,0.0,2.83,282.0,4.4,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,True,True,0.6,False,January,2021,Monday
New York,2021-01-12 00:00:00.000000,2021-01-12 08:19:00,2021-01-12 17:50:00,0.2,-2.9,5.8,-3.6,0.0,0.0,3.23,285.0,5.7,0.0,0.0,0.0,Partly cloudy,partly cloudy,,2025-07-04 13:45:42.057542,False,True,True,True,0.6,False,January,2021,Tuesday
New York,2021-01-13 00:00:00.000000,2021-01-13 08:18:00,2021-01-13 17:51:00,0.5,-3.9,6.1,-3.4,0.0,0.0,4.55,259.0,8.1,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,True,True,0.6,False,January,2021,Wednesday
New York,2021-01-14 00:00:00.000000,2021-01-14 08:18:00,2021-01-14 17:52:00,2.9,-0.8,8.9,-0.1,0.0,0.0,2.91,277.0,4.9,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,True,True,0.6,False,January,2021,Thursday
New York,2021-01-15 00:00:00.000000,2021-01-15 08:17:00,2021-01-15 17:53:00,3.4,-1.0,7.7,-0.9,0.0,0.0,7.82,75.0,12.9,0.0,0.0,2.6,Light rain,light rain,,2025-07-04 13:45:42.057542,False,False,False,True,0.0,False,January,2021,Friday
New York,2021-01-16 00:00:00.000000,2021-01-16 08:17:00,2021-01-16 17:54:00,5.5,1.8,8.1,1.4,0.0,0.0,10.43,320.0,19.0,0.0,0.0,21.8,,,,2025-07-04 13:45:42.057542,False,False,False,True,0.0,False,January,2021,Saturday
New York,2021-01-17 00:00:00.000000,2021-01-17 08:16:00,2021-01-17 17:55:00,3.3,-0.1,7.4,-2.6,0.0,0.0,8.9,257.0,16.2,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,January,2021,Sunday
New York,2021-01-18 00:00:00.000000,2021-01-18 08:16:00,2021-01-18 17:56:00,2.9,0.1,6.6,-2.0,0.0,0.0,6.61,256.0,13.9,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,January,2021,Monday
New York,2021-01-19 00:00:00.000000,2021-01-19 08:15:00,2021-01-19 17:58:00,1.3,-1.7,4.7,-4.0,0.0,0.0,7.7,263.0,13.6,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,January,2021,Tuesday
New York,2021-01-20 00:00:00.000000,2021-01-20 08:15:00,2021-01-20 17:59:00,-0.1,-3.6,4.4,-5.3,0.0,0.0,8.48,299.0,14.9,0.0,0.0,0.0,Moderate snow,moderate snow,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,January,2021,Wednesday
New York,2021-01-21 00:00:00.000000,2021-01-21 08:14:00,2021-01-21 18:00:00,-0.6,-5.0,5.3,-5.2,0.0,0.0,5.94,214.0,10.9,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,January,2021,Thursday
New York,2021-01-22 00:00:00.000000,2021-01-22 08:13:00,2021-01-22 18:01:00,2.4,-0.9,6.7,-3.1,0.0,0.0,7.62,271.0,13.2,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,January,2021,Friday
New York,2021-01-23 00:00:00.000000,2021-01-23 08:13:00,2021-01-23 18:02:00,-2.4,-4.6,-0.3,-9.4,0.0,0.0,9.83,305.0,17.3,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,January,2021,Saturday
New York,2021-01-24 00:00:00.000000,2021-01-24 08:12:00,2021-01-24 18:04:00,-3.2,-5.7,0.1,-9.8,0.0,0.0,7.56,306.0,13.4,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,January,2021,Sunday
New York,2021-01-25 00:00:00.000000,2021-01-25 08:11:00,2021-01-25 18:05:00,-1.6,-4.9,3.4,-6.2,0.0,0.0,3.47,327.0,6.8,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,True,True,0.6,False,January,2021,Monday
New York,2021-01-26 00:00:00.000000,2021-01-26 08:11:00,2021-01-26 18:06:00,-0.2,-1.6,1.3,-4.7,0.0,0.0,5.09,53.0,8.5,0.0,0.0,0.6,Moderate snow,moderate snow,,2025-07-04 13:45:42.057542,False,False,False,True,0.0,False,January,2021,Tuesday
New York,2021-01-27 00:00:00.000000,2021-01-27 08:10:00,2021-01-27 18:07:00,1.1,-2.3,4.2,-3.5,0.0,0.0,6.63,329.0,11.7,0.0,0.0,0.6,Light drizzle,light drizzle,,2025-07-04 13:45:42.057542,False,False,False,True,0.0,False,January,2021,Wednesday
New York,2021-01-28 00:00:00.000000,2021-01-28 08:09:00,2021-01-28 18:08:00,-2.8,-6.6,0.0,-9.7,0.0,0.0,9.51,330.0,16.6,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,January,2021,Thursday
New York,2021-01-29 00:00:00.000000,2021-01-29 08:08:00,2021-01-29 18:10:00,-6.9,-9.3,-4.1,-14.8,0.0,0.0,10.69,318.0,19.0,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,January,2021,Friday
New York,2021-01-30 00:00:00.000000,2021-01-30 08:07:00,2021-01-30 18:11:00,-5.3,-9.0,0.8,-11.2,0.0,0.0,6.07,320.0,10.4,0.0,0.0,0.0,Clear,clear,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,January,2021,Saturday
New York,2021-01-31 00:00:00.000000,2021-01-31 08:06:00,2021-01-31 18:12:00,-5.4,-7.9,-2.9,-10.5,0.0,0.0,5.95,42.0,10.0,0.0,0.0,0.1,Moderate snow,moderate snow,,2025-07-04 13:45:42.057542,False,False,False,True,0.0,False,January,2021,Sunday
New York,2021-02-01 00:00:00.000000,2021-02-01 08:05:00,2021-02-01 18:13:00,-1.8,-4.4,0.5,-9.6,0.0,0.0,12.7,33.0,22.7,0.0,0.0,0.0,,,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,February,2021,Monday
New York,2021-02-02 00:00:00.000000,2021-02-02 08:04:00,2021-02-02 18:15:00,-0.2,-2.0,1.3,-7.2,0.0,0.0,11.35,358.0,17.8,0.0,0.0,0.1,Moderate snow,moderate snow,,2025-07-04 13:45:42.057542,False,False,False,True,0.0,False,February,2021,Tuesday
New York,2021-02-03 00:00:00.000000,2021-02-03 08:03:00,2021-02-03 18:16:00,-0.6,-2.3,1.3,-5.7,0.0,0.0,5.83,320.0,9.4,0.0,0.0,0.0,Light snow,light snow,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,February,2021,Wednesday
New York,2021-02-04 00:00:00.000000,2021-02-04 08:02:00,2021-02-04 18:17:00,-1.1,-3.6,3.3,-5.9,0.0,0.0,5.49,295.0,8.9,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,February,2021,Thursday
New York,2021-02-05 00:00:00.000000,2021-02-05 08:01:00,2021-02-05 18:18:00,1.3,-3.2,4.9,-2.7,0.0,0.0,5.57,212.0,8.9,0.0,0.0,1.6,Moderate snow,moderate snow,,2025-07-04 13:45:42.057542,False,False,False,True,0.0,False,February,2021,Friday
New York,2021-02-06 00:00:00.000000,2021-02-06 08:00:00,2021-02-06 18:20:00,-0.6,-5.1,4.0,-5.6,0.0,0.0,7.86,255.0,12.8,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,February,2021,Saturday
New York,2021-02-07 00:00:00.000000,2021-02-07 07:59:00,2021-02-07 18:21:00,-1.9,-4.8,-0.0,-6.5,0.0,0.0,6.58,6.0,11.1,0.0,0.0,0.1,,,,2025-07-04 13:45:42.057542,False,False,False,True,0.0,False,February,2021,Sunday
New York,2021-02-08 00:00:00.000000,2021-02-08 07:58:00,2021-02-08 18:22:00,-7.2,-11.0,-3.6,-12.3,0.0,0.0,6.08,289.0,10.1,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,February,2021,Monday
New York,2021-02-09 00:00:00.000000,2021-02-09 07:56:00,2021-02-09 18:23:00,-4.2,-10.0,0.8,-8.5,0.0,0.0,4.85,3.0,7.7,0.0,0.0,0.8,Moderate snow,moderate snow,,2025-07-04 13:45:42.057542,False,False,True,True,0.3,False,February,2021,Tuesday
New York,2021-02-10 00:00:00.000000,2021-02-10 07:55:00,2021-02-10 18:24:00,-4.1,-9.3,0.0,-8.4,0.0,0.0,3.42,319.0,5.4,0.0,0.0,0.0,Light snow,light snow,,2025-07-04 13:45:42.057542,False,True,True,True,0.6,False,February,2021,Wednesday
New York,2021-02-11 00:00:00.000000,2021-02-11 07:54:00,2021-02-11 18:26:00,-3.0,-5.2,0.2,-7.3,0.0,0.0,4.41,357.0,7.9,0.0,0.0,0.0,Moderate snow,moderate snow,,2025-07-04 13:45:42.057542,False,True,True,True,0.6,False,February,2021,Thursday
New York,2021-02-12 00:00:00.000000,2021-02-12 07:53:00,2021-02-12 18:27:00,-6.3,-11.7,-2.8,-10.9,0.0,0.0,4.02,5.0,6.6,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,True,True,0.6,False,February,2021,Friday
New York,2021-02-13 00:00:00.000000,2021-02-13 07:51:00,2021-02-13 18:28:00,-4.8,-7.7,-2.8,-9.9,0.0,0.0,5.22,23.0,8.2,0.0,0.0,0.6,Light snow,light snow,,2025-07-04 13:45:42.057542,False,False,False,True,0.0,False,February,2021,Saturday
New York,2021-02-14 00:00:00.000000,2021-02-14 07:50:00,2021-02-14 18:29:00,-0.9,-2.8,2.3,-4.9,0.0,0.0,4.31,16.0,6.9,0.0,0.0,0.5,Light drizzle,light drizzle,,2025-07-04 13:45:42.057542,False,False,True,True,0.3,False,February,2021,Sunday
New York,2021-02-15 00:00:00.000000,2021-02-15 07:49:00,2021-02-15 18:31:00,-1.0,-2.7,0.4,-5.6,0.0,0.0,5.08,13.0,8.2,0.0,0.0,1.3,Light drizzle,light drizzle,,2025-07-04 13:45:42.057542,False,False,False,True,0.0,False,February,2021,Monday
New York,2021-02-16 00:00:00.000000,2021-02-16 07:48:00,2021-02-16 18:32:00,4.5,-0.8,8.4,0.4,0.0,0.0,7.24,232.0,16.7,0.0,0.0,31.3,,,,2025-07-04 13:45:42.057542,False,False,False,True,0.0,False,February,2021,Tuesday
New York,2021-02-17 00:00:00.000000,2021-02-17 07:46:00,2021-02-17 18:33:00,-4.3,-6.9,-1.3,-9.6,0.0,0.0,6.3,314.0,10.7,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,February,2021,Wednesday
New York,2021-02-18 00:00:00.000000,2021-02-18 07:45:00,2021-02-18 18:34:00,-3.9,-5.3,-2.6,-9.1,0.0,0.0,5.78,30.0,9.7,0.0,0.0,0.0,,,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,February,2021,Thursday
New York,2021-02-19 00:00:00.000000,2021-02-19 07:44:00,2021-02-19 18:35:00,-1.8,-3.5,-0.6,-6.5,0.0,0.0,5.01,15.0,8.4,0.0,0.0,0.0,Moderate snow,moderate snow,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,February,2021,Friday
New York,2021-02-20 00:00:00.000000,2021-02-20 07:42:00,2021-02-20 18:36:00,-2.3,-5.5,-0.1,-7.6,0.0,0.0,5.23,301.0,8.8,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,February,2021,Saturday
New York,2021-02-21 00:00:00.000000,2021-02-21 07:41:00,2021-02-21 18:38:00,-4.6,-8.5,0.4,-9.4,0.0,0.0,4.25,285.0,7.4,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,True,True,0.6,False,February,2021,Sunday
New York,2021-02-22 00:00:00.000000,2021-02-22 07:39:00,2021-02-22 18:39:00,-1.3,-7.8,2.4,-5.8,0.0,0.0,6.71,219.0,11.3,0.0,0.0,8.0,,,,2025-07-04 13:45:42.057542,False,False,False,True,0.0,False,February,2021,Monday
New York,2021-02-23 00:00:00.000000,2021-02-23 07:38:00,2021-02-23 18:40:00,2.2,-1.7,5.7,-2.4,0.0,0.0,6.04,260.0,10.7,0.0,0.0,0.6,Light drizzle,light drizzle,,2025-07-04 13:45:42.057542,False,False,False,True,0.0,False,February,2021,Tuesday
New York,2021-02-24 00:00:00.000000,2021-02-24 07:36:00,2021-02-24 18:41:00,4.4,-1.0,11.0,-0.0,0.0,0.0,6.43,222.0,11.7,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,February,2021,Wednesday
New York,2021-02-25 00:00:00.000000,2021-02-25 07:35:00,2021-02-25 18:42:00,4.8,-1.3,8.0,-0.6,0.0,0.0,7.29,298.0,12.7,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,February,2021,Thursday
New York,2021-02-26 00:00:00.000000,2021-02-26 07:33:00,2021-02-26 18:44:00,1.2,-3.3,6.1,-2.9,0.0,0.0,4.44,184.0,7.5,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,True,True,0.6,False,February,2021,Friday
New York,2021-02-27 00:00:00.000000,2021-02-27 07:32:00,2021-02-27 18:45:00,5.8,1.7,11.8,2.4,0.0,0.0,5.44,199.0,9.4,0.0,0.0,11.5,Light rain,light rain,,2025-07-04 13:45:42.057542,False,False,False,True,0.0,False,February,2021,Saturday
New York,2021-02-28 00:00:00.000000,2021-02-28 07:30:00,2021-02-28 18:46:00,4.3,0.3,7.8,0.7,0.0,0.0,5.37,76.0,9.1,0.0,0.0,5.2,Light rain,light rain,,2025-07-04 13:45:42.057542,False,False,False,True,0.0,False,February,2021,Sunday
New York,2021-03-01 00:00:00.000000,2021-03-01 07:29:00,2021-03-01 18:47:00,5.5,1.7,8.9,1.3,0.0,0.0,10.78,300.0,18.0,0.0,0.0,7.7,,,,2025-07-04 13:45:42.057542,False,False,False,True,0.0,False,March,2021,Monday
New York,2021-03-02 00:00:00.000000,2021-03-02 07:27:00,2021-03-02 18:48:00,-3.4,-7.2,0.1,-10.4,0.0,0.0,9.63,302.0,16.3,0.0,0.0,0.0,Mainly clear,mainly clear,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,March,2021,Tuesday
New York,2021-03-03 00:00:00.000000,2021-03-03 07:26:00,2021-03-03 18:49:00,3.0,-3.0,10.6,-1.8,0.0,0.0,6.02,262.0,11.0,0.0,0.0,0.0,Partly cloudy,partly cloudy,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,March,2021,Wednesday
New York,2021-03-04 00:00:00.000000,2021-03-04 07:24:00,2021-03-04 18:50:00,1.9,-2.7,5.7,-3.9,0.0,0.0,9.34,310.0,16.4,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,March,2021,Thursday
New York,2021-03-05 00:00:00.000000,2021-03-05 07:23:00,2021-03-05 18:51:00,-2.4,-6.6,2.1,-9.0,0.0,0.0,8.41,301.0,15.2,0.0,0.0,0.0,Clear,clear,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,March,2021,Friday
New York,2021-03-06 00:00:00.000000,2021-03-06 07:21:00,2021-03-06 18:53:00,-1.4,-5.0,1.4,-6.9,0.0,0.0,6.85,302.0,12.5,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,March,2021,Saturday
New York,2021-03-07 00:00:00.000000,2021-03-07 07:19:00,2021-03-07 18:54:00,-1.0,-5.2,4.4,-5.9,0.0,0.0,4.62,312.0,9.0,0.0,0.0,0.0,Partly cloudy,partly cloudy,,2025-07-04 13:45:42.057542,False,True,True,True,0.6,False,March,2021,Sunday
New York,2021-03-08 00:00:00.000000,2021-03-08 07:18:00,2021-03-08 18:55:00,-0.7,-6.6,6.0,-5.4,0.0,0.0,4.05,305.0,8.3,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,True,True,0.6,False,March,2021,Monday
New York,2021-03-09 00:00:00.000000,2021-03-09 07:16:00,2021-03-09 18:56:00,7.6,0.2,16.0,3.0,0.0,0.0,6.3,273.0,11.1,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,March,2021,Tuesday
New York,2021-03-10 00:00:00.000000,2021-03-10 07:15:00,2021-03-10 18:57:00,4.5,-1.2,10.4,1.0,0.0,0.0,5.62,107.0,10.6,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,March,2021,Wednesday
New York,2021-03-11 00:00:00.000000,2021-03-11 07:13:00,2021-03-11 18:58:00,10.8,2.5,20.0,7.8,0.0,0.0,5.0,202.0,9.4,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,March,2021,Thursday
New York,2021-03-12 00:00:00.000000,2021-03-12 07:11:00,2021-03-12 18:59:00,13.6,9.7,18.7,9.7,0.0,0.0,7.26,272.0,11.8,0.0,0.0,0.1,Light drizzle,light drizzle,,2025-07-04 13:45:42.057542,False,False,False,True,0.0,False,March,2021,Friday
New York,2021-03-13 00:00:00.000000,2021-03-13 07:10:00,2021-03-13 19:00:00,4.4,-1.5,9.5,-1.3,0.0,0.0,8.57,303.0,14.4,0.0,0.0,0.0,Clear,clear,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,March,2021,Saturday
New York,2021-03-14 00:00:00.000000,2021-03-14 07:08:00,2021-03-14 19:01:00,4.7,-0.7,10.1,-1.7,0.0,0.0,11.24,302.0,19.6,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,March,2021,Sunday
New York,2021-03-15 00:00:00.000000,2021-03-15 07:07:00,2021-03-15 19:02:00,-1.6,-6.1,2.8,-8.3,0.0,0.0,9.33,327.0,16.0,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,False,True,0.3,False,March,2021,Monday
New York,2021-03-16 00:00:00.000000,2021-03-16 07:05:00,2021-03-16 19:04:00,-0.6,-3.9,2.4,-5.1,0.0,0.0,4.25,102.0,8.4,0.0,0.0,0.0,Light snow,light snow,,2025-07-04 13:45:42.057542,False,True,True,True,0.6,False,March,2021,Tuesday
New York,2021-03-17 00:00:00.000000,2021-03-17 07:03:00,2021-03-17 19:05:00,3.8,0.2,7.8,0.5,0.0,0.0,3.72,100.0,7.4,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,True,True,0.6,False,March,2021,Wednesday
New York,2021-03-18 00:00:00.000000,2021-03-18 07:02:00,2021-03-18 19:06:00,5.8,4.0,7.5,2.7,0.0,0.0,7.79,42.0,13.5,0.0,0.0,17.7,,,,2025-07-04 13:45:42.057542,False,False,False,True,0.0,False,March,2021,Thursday
New York,2021-03-19 00:00:00.000000,2021-03-19 07:00:00,2021-03-19 19:07:00,1.8,-2.5,5.6,-5.2,0.0,0.0,9.89,8.0,17.4,0.0,0.0,3.0,Moderate snow,moderate snow,,2025-07-04 13:45:42.057542,False,False,False,True,0.0,False,March,2021,Friday
New York,2021-03-20 00:00:00.000000,2021-03-20 06:58:00,2021-03-20 19:08:00,3.4,-3.7,12.6,-0.2,0.0,0.0,4.1,279.0,7.1,0.0,0.0,0.0,Clear,clear,,2025-07-04 13:45:42.057542,False,True,True,True,0.6,False,March,2021,Saturday
New York,2021-03-21 00:00:00.000000,2021-03-21 06:56:00,2021-03-21 19:09:00,5.7,-0.6,15.0,2.4,0.0,0.0,3.7,37.0,7.6,0.0,0.0,0.0,Mainly clear,mainly clear,,2025-07-04 13:45:42.057542,False,True,True,True,0.6,False,March,2021,Sunday
New York,2021-03-22 00:00:00.000000,2021-03-22 06:55:00,2021-03-22 19:10:00,6.1,-1.0,13.1,3.4,0.0,0.0,4.07,121.0,8.2,0.0,0.0,0.0,Clear,clear,,2025-07-04 13:45:42.057542,False,True,True,True,0.6,False,March,2021,Monday
New York,2021-03-23 00:00:00.000000,2021-03-23 06:53:00,2021-03-23 19:11:00,7.7,1.4,16.1,5.4,0.0,0.0,3.68,81.0,7.6,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,True,True,0.6,False,March,2021,Tuesday
